stress
3
44100
-1
0
0.09545165408554868
275.4855787152543
1	-1.179922E-01	-2.730294E-01	8.681485E-01	1.288997E-01	-1.051822E-03	1.174363E-04	
2	-2.305830E-02	-9.742116E-02	7.520297E-01	-2.866302E-02	-1.514437E-03	-4.518532E-04	
3	-7.176020E-02	-2.796237E-02	8.766034E-01	-3.344666E-02	-1.192094E-03	-2.215078E-04	
4	-4.895903E-02	-1.830368E-01	9.063147E-01	2.804094E-02	-9.932387E-04	-1.012322E-04	
5	-6.978904E-02	-4.287986E-02	9.349532E-01	-2.070037E-02	-4.862318E-04	-3.667207E-05	
6	-1.088866E-01	-9.857828E-03	1.113250E+00	4.597591E-02	-1.022275E-03	8.510429E-04	
7	-1.580004E-01	-2.473344E-01	9.262067E-01	1.659027E-01	-1.181189E-04	2.402881E-04	
8	-2.180148E-01	-1.465142E-01	8.745068E-01	7.164567E-02	-5.081106E-04	4.497636E-05	
9	-5.612193E-01	-4.646480E-01	8.443915E-01	5.068440E-01	8.711621E-04	1.222873E-04	
10	-3.536818E-01	-4.391111E-01	7.201048E-01	3.201316E-01	8.287473E-04	-1.232991E-04	
11	-4.397108E-01	-2.396604E-01	8.604379E-01	2.042526E-01	-4.934905E-05	6.231093E-05	
12	-3.285604E-01	-2.943579E-01	9.410992E-01	3.513303E-01	7.883997E-04	4.311432E-04	
13	-3.561584E-01	-8.654179E-02	9.843516E-01	1.694242E-01	2.305438E-04	6.537186E-04	
14	-6.480855E-01	-8.943782E-02	1.095050E+00	3.221253E-01	-3.634688E-04	7.948012E-04	
15	-5.878395E-01	-3.408093E-01	9.339035E-01	5.451123E-01	1.618334E-03	4.856459E-04	
16	-7.471014E-01	-3.056808E-01	8.379319E-01	3.378958E-01	4.156561E-04	-3.723400E-05	
17	-1.244224E+00	-5.050716E-01	8.083340E-01	7.990463E-01	2.524563E-03	-5.274289E-05	
18	-9.185022E-01	-5.417524E-01	6.975417E-01	6.671110E-01	2.665372E-03	-6.327215E-05	
19	-1.138171E+00	-3.482752E-01	8.000321E-01	4.666714E-01	8.309695E-04	-2.069713E-04	
20	-9.314498E-01	-3.824967E-01	9.128177E-01	7.373813E-01	2.376486E-03	4.999734E-04	
21	-1.141804E+00	-1.949944E-01	9.073332E-01	5.013729E-01	9.874348E-04	4.762345E-04	
22	-1.639772E+00	-2.202575E-01	9.652221E-01	6.833202E-01	4.723403E-04	2.312737E-04	
