stress
3
10710
-1
0
0.3205839719152699
275.5731420215395
1	-1.574298E-02	-7.615857E-02	1.033062E+00	1.833121E-02	-9.541538E-03	1.751349E-03	
2	-1.978508E-01	-1.982367E-01	7.006825E-01	6.901542E-02	-3.397288E-03	-2.430597E-03	
3	-4.451273E-01	-3.760802E-01	9.788465E-01	3.771089E-01	-3.662232E-03	1.548709E-03	
4	-6.286381E-01	-3.106406E-01	7.021692E-01	4.444232E-01	7.852411E-04	-4.207307E-04	
5	-1.090561E+00	-4.513148E-01	9.403461E-01	6.277433E-01	7.309714E-04	-5.547336E-05	
6	-1.484941E+00	-4.765749E-01	5.940384E-01	8.687851E-01	4.081140E-03	-7.833356E-04	
7	-1.890564E+00	-3.944657E-01	9.028895E-01	7.642408E-01	3.891260E-03	-2.089089E-03	
8	-2.579882E+00	-6.635694E-01	4.266143E-01	1.273502E+00	5.490703E-03	-1.550260E-03	
9	-2.757408E+00	-2.781681E-01	8.661574E-01	8.287052E-01	5.188886E-03	-3.389460E-03	
10	-3.716078E+00	-8.451867E-01	2.540211E-01	1.636626E+00	4.860047E-03	-1.182256E-03	
11	-3.606060E+00	-1.471959E-01	8.399736E-01	8.590010E-01	4.493336E-03	-2.740513E-03	
12	-4.771718E+00	-1.012215E+00	1.080408E-01	1.950984E+00	1.538897E-03	1.585529E-03	
13	-4.405672E+00	-5.054510E-02	8.216786E-01	8.976333E-01	1.301357E-03	1.053768E-03	
14	-5.697766E+00	-1.170035E+00	4.074331E-03	2.254348E+00	-4.046590E-03	7.975947E-03	
15	-5.228619E+00	-3.773737E-02	7.900020E-01	1.002790E+00	-3.989496E-03	8.632701E-03	
16	-6.601357E+00	-1.357853E+00	-8.732026E-02	2.653818E+00	-1.173576E-02	1.825827E-02	
17	-6.242953E+00	-9.795216E-02	7.180649E-01	1.193012E+00	-1.119670E-02	1.997727E-02	
18	-7.727346E+00	-1.641177E+00	-2.361568E-01	3.275835E+00	-2.180751E-02	3.216681E-02	
19	-7.696577E+00	-2.069157E-01	5.642292E-01	1.472225E+00	-2.064112E-02	3.528366E-02	
20	-9.359327E+00	-2.086602E+00	-5.178402E-01	4.284806E+00	-3.477765E-02	4.994839E-02	
21	-9.782690E+00	-1.956725E-01	3.421150E-01	1.713978E+00	-3.309448E-02	5.568717E-02	
22	-1.171014E+01	-2.662677E+00	-9.604577E-01	5.638755E+00	-4.583296E-02	7.151827E-02	
23	-1.241015E+01	1.248098E-01	1.472001E-01	1.767764E+00	-4.452026E-02	8.092477E-02	
24	-1.448858E+01	-3.092536E+00	-1.397693E+00	6.815910E+00	-4.113106E-02	9.237869E-02	
25	-1.514913E+01	4.490865E-01	3.649599E-02	1.966125E+00	-4.020195E-02	1.006777E-01	
26	-1.861223E+01	-3.873506E+00	-2.256005E+00	7.839959E+00	-3.980392E-02	9.992767E-02	
27	-1.678432E+01	9.452841E-01	2.170541E-01	2.133086E+00	-3.644662E-02	9.524922E-02	
28	-2.064621E+01	-4.239091E+00	-2.522224E+00	8.366037E+00	-3.335168E-02	8.415724E-02	
29	-1.789051E+01	1.162616E+00	4.220346E-01	2.214305E+00	-2.938596E-02	7.563252E-02	
30	-2.214832E+01	-4.672933E+00	-2.710372E+00	8.849098E+00	-2.600787E-02	5.953774E-02	
31	-1.836643E+01	1.559673E+00	7.550238E-01	1.930562E+00	-2.084503E-02	4.552531E-02	
32	-2.171166E+01	-4.217566E+00	-2.244112E+00	8.650996E+00	-1.375712E-02	2.563197E-02	
33	-1.895891E+01	1.586971E+00	9.066848E-01	1.982687E+00	-8.711290E-03	1.153396E-02	
34	-2.279411E+01	-4.161886E+00	-2.341100E+00	8.468775E+00	-5.012291E-03	-4.973175E-03	
35	-1.897911E+01	1.605889E+00	1.052191E+00	2.218065E+00	4.414119E-05	-1.965783E-02	
36	-2.308207E+01	-3.969954E+00	-2.306187E+00	8.077570E+00	2.764778E-03	-3.212391E-02	
37	-1.862123E+01	1.538086E+00	1.147133E+00	2.397530E+00	7.454171E-03	-4.573570E-02	
38	-2.285285E+01	-3.719432E+00	-2.208663E+00	7.569442E+00	9.802943E-03	-5.452833E-02	
39	-1.796926E+01	1.453497E+00	1.215615E+00	2.480544E+00	1.388955E-02	-6.639413E-02	
40	-2.217358E+01	-3.405452E+00	-2.045529E+00	6.971039E+00	1.619535E-02	-7.206601E-02	
41	-1.708737E+01	1.384424E+00	1.276271E+00	2.460256E+00	1.949234E-02	-8.187127E-02	
42	-2.115782E+01	-3.027214E+00	-1.825821E+00	6.283862E+00	2.206871E-02	-8.508960E-02	
43	-1.600456E+01	1.379655E+00	1.357254E+00	2.303042E+00	2.447770E-02	-9.297315E-02	
44	-1.975783E+01	-2.501012E+00	-1.502337E+00	5.427189E+00	2.765633E-02	-9.529074E-02	
45	-1.471696E+01	1.490935E+00	1.488988E+00	1.957242E+00	2.932993E-02	-1.027787E-01	
46	-1.780491E+01	-1.698261E+00	-9.929860E-01	4.214309E+00	3.336226E-02	-1.078830E-01	
47	-1.314974E+01	1.731550E+00	1.699284E+00	1.362403E+00	3.446674E-02	-1.182518E-01	
48	-1.497434E+01	-6.503633E-01	-2.192871E-01	2.396735E+00	3.713833E-02	-1.333898E-01	
49	-1.095332E+01	1.935166E+00	2.032050E+00	4.623445E-01	3.768323E-02	-1.514584E-01	
50	-1.079912E+01	3.375947E-02	7.907938E-01	-3.632613E-02	1.952076E-02	-1.877282E-01	
51	-6.905207E+00	1.512742E+00	2.641155E+00	-5.217313E-01	2.415172E-02	-2.149258E-01	
